file_name,number_of_elephants
boxed_nn01a_20180220_000000.wav_segment_13_nan.wav.png,1
boxed_nn01a_20180305_000000.wav_segment_15_marginal.wav.png,1
boxed_nn01a_20180305_000000.wav_segment_16_nan.wav.png,1
boxed_nn01a_20180305_000000.wav_segment_17_nan.wav.png,1
boxed_nn01a_20180305_000000.wav_segment_18_marginal.wav.png,1
boxed_nn01a_20180305_000000.wav_segment_19_nan.wav.png,1
boxed_nn01a_20180305_000000.wav_segment_20_nan.wav.png,1
boxed_nn01a_20180305_000000.wav_segment_21_nan.wav.png,1
boxed_nn01a_20180305_000000.wav_segment_22_nan.wav.png,1
boxed_nn01a_20180305_000000.wav_segment_23_nan.wav.png,1
boxed_nn01a_20180305_000000.wav_segment_24_nan.wav.png,1
boxed_nn01a_20180305_000000.wav_segment_25_nan.wav.png,1
boxed_nn01a_20180305_000000.wav_segment_26_marginal.wav.png,1
boxed_nn01a_20180305_000000.wav_segment_27_nan.wav.png,1
boxed_nn01a_20180305_000000.wav_segment_28_nan.wav.png,1
boxed_nn01a_20180305_000000.wav_segment_29_nan.wav.png,1
boxed_nn01a_20180305_000000.wav_segment_30_marginal.wav.png,1
boxed_nn01a_20180305_000000.wav_segment_31_marginal.wav.png,1
boxed_nn01a_20180305_000000.wav_segment_33_nan.wav.png,1
boxed_nn01a_20180305_000000.wav_segment_34_nan.wav.png,1
boxed_nn01a_20180305_000000.wav_segment_35_marginal.wav.png,1
boxed_nn01a_20180305_000000.wav_segment_37_nan.wav.png,1
boxed_nn01a_20180305_000000.wav_segment_38_nan.wav.png,1
boxed_nn01a_20180305_000000.wav_segment_39_nan.wav.png,1
boxed_nn01a_20180305_000000.wav_segment_40_nan.wav.png,1
boxed_nn01a_20180305_000000.wav_segment_41_nan.wav.png,1
boxed_nn01a_20180305_000000.wav_segment_42_nan.wav.png,1
boxed_nn01a_20180305_000000.wav_segment_43_nan.wav.png,1
boxed_nn01a_20180305_000000.wav_segment_44_nan.wav.png,1
boxed_nn01a_20180305_000000.wav_segment_45_nan.wav.png,1
boxed_nn01a_20180305_000000.wav_segment_46_nan.wav.png,1
boxed_nn01a_20180305_000000.wav_segment_47_nan.wav.png,1
boxed_nn01a_20180305_000000.wav_segment_48_nan.wav.png,1
boxed_nn01a_20180305_000000.wav_segment_49_nan.wav.png,1
boxed_nn01a_20180305_000000.wav_segment_50_nan.wav.png,1
boxed_nn01a_20180305_000000.wav_segment_51_nan.wav.png,1
boxed_nn01a_20180305_000000.wav_segment_52_nan.wav.png,1
boxed_nn01a_20180305_000000.wav_segment_53_nan.wav.png,1
boxed_nn01a_20180305_000000.wav_segment_54_nan.wav.png,1
boxed_nn01a_20180305_000000.wav_segment_55_nan.wav.png,1
boxed_nn01a_20180305_000000.wav_segment_56_nan.wav.png,1
boxed_nn01a_20180305_000000.wav_segment_57_nan.wav.png,1
boxed_nn01a_20180305_000000.wav_segment_58_nan.wav.png,1
boxed_nn01a_20180305_000000.wav_segment_59_nan.wav.png,1
boxed_nn01a_20180305_000000.wav_segment_60_nan.wav.png,1
boxed_nn01a_20180324_000000.wav_segment_61_nan.wav.png,1
boxed_nn01a_20180324_000000.wav_segment_62_nan.wav.png,1
boxed_nn01a_20180324_000000.wav_segment_63_nan.wav.png,1
boxed_nn01a_20180330_000000.wav_segment_64_nan.wav.png,1
boxed_nn01a_20180619_000000.wav_segment_67_marginal.wav.png,1
boxed_nn01a_20180619_000000.wav_segment_68_marginal.wav.png,1
boxed_nn01a_20180619_000000.wav_segment_69_nan.wav.png,1
boxed_nn01a_20180619_000000.wav_segment_70_nan.wav.png,1
boxed_nn01a_20180619_000000.wav_segment_71_nan.wav.png,1
boxed_nn01a_20180619_000000.wav_segment_72_nan.wav.png,1
boxed_nn01a_20180619_000000.wav_segment_73_marginal.wav.png,1
boxed_nn01a_20180706_000000.wav_segment_76_nan.wav.png,1
boxed_nn01a_20180706_000000.wav_segment_77_nan.wav.png,1
boxed_nn01a_20180706_000000.wav_segment_78_nan.wav.png,1
boxed_nn01a_20180706_000000.wav_segment_79_nan.wav.png,1
boxed_nn01a_20180706_000000.wav_segment_80_nan.wav.png,1
boxed_nn01a_20180706_000000.wav_segment_81_nan.wav.png,1
boxed_nn01b_20180220_000000.wav_segment_82_nan.wav.png,1
boxed_nn01b_20180220_000000.wav_segment_83_nan.wav.png,1
boxed_nn01b_20180220_000000.wav_segment_84_nan.wav.png,1
boxed_nn01b_20180220_000000.wav_segment_85_nan.wav.png,1
boxed_nn01b_20180309_000000.wav_segment_87_nan.wav.png,1
boxed_nn01b_20180309_000000.wav_segment_88_nan.wav.png,1
boxed_nn01b_20180309_000000.wav_segment_92_nan.wav.png,1
boxed_nn01b_20180309_000000.wav_segment_93_nan.wav.png,1
boxed_nn01b_20180309_000000.wav_segment_96_marginal.wav.png,1
boxed_nn01b_20180309_000000.wav_segment_97_nan.wav.png,1
boxed_nn01b_20180309_000000.wav_segment_98_nan.wav.png,1
boxed_nn01b_20180309_000000.wav_segment_99_nan.wav.png,1
boxed_nn01b_20180311_000000.wav_segment_100_nan.wav.png,1
boxed_nn01b_20180510_000000.wav_segment_101_nan.wav.png,1
boxed_nn01b_20180510_000000.wav_segment_102_nan.wav.png,1
boxed_nn01b_20180510_000000.wav_segment_103_marginal.wav.png,1
boxed_nn01b_20180510_000000.wav_segment_104_nan.wav.png,1
boxed_nn01b_20180510_000000.wav_segment_105_nan.wav.png,1
boxed_nn01b_20180510_000000.wav_segment_106_nan.wav.png,1
boxed_nn01b_20180510_000000.wav_segment_107_nan.wav.png,1
boxed_nn01b_20180510_000000.wav_segment_108_nan.wav.png,1
boxed_nn01b_20180510_000000.wav_segment_110_nan.wav.png,1
boxed_nn01b_20180510_000000.wav_segment_111_nan.wav.png,1
boxed_nn01b_20180510_000000.wav_segment_112_nan.wav.png,1
boxed_nn01b_20180510_000000.wav_segment_113_nan.wav.png,1
boxed_nn01b_20180510_000000.wav_segment_114_nan.wav.png,1
boxed_nn01b_20180510_000000.wav_segment_115_marginal.wav.png,1
boxed_nn01b_20180510_000000.wav_segment_116_nan.wav.png,1
boxed_nn01b_20180702_000000.wav_segment_117_nan.wav.png,1
boxed_nn01b_20180702_000000.wav_segment_118_nan.wav.png,1
boxed_nn01b_20180702_000000.wav_segment_119_marginal.wav.png,1
boxed_nn01b_20180702_000000.wav_segment_120_nan.wav.png,1
boxed_nn01b_20180702_000000.wav_segment_121_nan.wav.png,1
boxed_nn01b_20180702_000000.wav_segment_122_marginal.wav.png,1
boxed_nn01b_20180702_000000.wav_segment_123_nan.wav.png,1
boxed_nn01b_20180702_000000.wav_segment_124_marginal.wav.png,1
boxed_nn01b_20180702_000000.wav_segment_125_nan.wav.png,1
boxed_nn01b_20180702_000000.wav_segment_126_marginal.wav.png,1
boxed_nn01b_20180702_000000.wav_segment_128_nan.wav.png,1
boxed_nn01b_20180702_000000.wav_segment_129_nan.wav.png,1
boxed_nn01b_20180702_000000.wav_segment_130_marginal.wav.png,1
boxed_nn01b_20180702_000000.wav_segment_131_marginal.wav.png,1
boxed_nn01b_20180702_000000.wav_segment_133_nan.wav.png,1
boxed_nn01b_20180702_000000.wav_segment_134_nan.wav.png,1
boxed_nn01b_20180702_000000.wav_segment_136_nan.wav.png,1
boxed_nn01b_20180702_000000.wav_segment_137_nan.wav.png,1
boxed_nn01b_20180702_000000.wav_segment_138_nan.wav.png,1
boxed_nn01b_20180702_000000.wav_segment_140_nan.wav.png,1
boxed_nn01b_20180702_000000.wav_segment_142_marginal.wav.png,1
boxed_nn01b_20180702_000000.wav_segment_143_nan.wav.png,1
boxed_nn01b_20180702_000000.wav_segment_145_marginal.wav.png,1
boxed_nn01b_20180702_000000.wav_segment_146_marginal.wav.png,1
boxed_nn01b_20180702_000000.wav_segment_147_nan.wav.png,1
boxed_nn01b_20180702_000000.wav_segment_148_nan.wav.png,1
boxed_nn01b_20180702_000000.wav_segment_149_nan.wav.png,1
boxed_nn01b_20180702_000000.wav_segment_151_nan.wav.png,1
boxed_nn01b_20180702_000000.wav_segment_152_nan.wav.png,1
boxed_nn01b_20180702_000000.wav_segment_153_nan.wav.png,1
boxed_nn01b_20180702_000000.wav_segment_154_nan.wav.png,1
boxed_nn01b_20180702_000000.wav_segment_155_nan.wav.png,1
boxed_nn01b_20180702_000000.wav_segment_156_nan.wav.png,1
boxed_nn01b_20180702_000000.wav_segment_157_nan.wav.png,1
boxed_nn01b_20180702_000000.wav_segment_158_marginal.wav.png,1
boxed_nn01b_20180702_000000.wav_segment_159_marginal.wav.png,1
boxed_nn01b_20180702_000000.wav_segment_160_nan.wav.png,1
boxed_nn01b_20180702_000000.wav_segment_161_nan.wav.png,1
boxed_nn01b_20180702_000000.wav_segment_162_nan.wav.png,1
boxed_nn01b_20180702_000000.wav_segment_163_marginal.wav.png,1
boxed_nn01b_20180702_000000.wav_segment_164_nan.wav.png,1
boxed_nn01b_20180702_000000.wav_segment_165_nan.wav.png,1
boxed_nn01b_20180702_000000.wav_segment_166_nan.wav.png,1
boxed_nn01b_20180702_000000.wav_segment_167_marginal.wav.png,1
boxed_nn01b_20180702_000000.wav_segment_168_nan.wav.png,1
boxed_nn01b_20180702_000000.wav_segment_169_nan.wav.png,1
boxed_nn01b_20180702_000000.wav_segment_170_nan.wav.png,1
boxed_nn01b_20180702_000000.wav_segment_171_nan.wav.png,1
boxed_nn01b_20180702_000000.wav_segment_172_nan.wav.png,1
boxed_nn01b_20180702_000000.wav_segment_175_marginal.wav.png,1
boxed_nn01c_20180204_000000.wav_segment_177_nan.wav.png,1
boxed_nn01c_20180222_000000.wav_segment_179_nan.wav.png,1
boxed_nn01c_20180222_000000.wav_segment_180_nan.wav.png,1
boxed_nn01c_20180222_000000.wav_segment_181_marginal.wav.png,1
boxed_nn01c_20180222_000000.wav_segment_182_marginal.wav.png,1
boxed_nn01c_20180302_000000.wav_segment_183_nan.wav.png,1
boxed_nn01c_20180302_000000.wav_segment_184_nan.wav.png,1
boxed_nn01c_20180302_000000.wav_segment_185_nan.wav.png,1
boxed_nn01c_20180302_000000.wav_segment_186_nan.wav.png,1
boxed_nn01c_20180305_000000.wav_segment_189_nan.wav.png,1
boxed_nn01c_20180311_000000.wav_segment_190_nan.wav.png,1
boxed_nn01c_20180311_000000.wav_segment_191_nan.wav.png,1
boxed_nn01c_20180311_000000.wav_segment_192_marginal.wav.png,1
boxed_nn01c_20180311_000000.wav_segment_193_nan.wav.png,1
boxed_nn01c_20180311_000000.wav_segment_194_marginal.wav.png,1
boxed_nn01c_20180311_000000.wav_segment_195_marginal.wav.png,1
boxed_nn01c_20180311_000000.wav_segment_196_nan.wav.png,1
boxed_nn01c_20180311_000000.wav_segment_197_nan.wav.png,1
boxed_nn01c_20180311_000000.wav_segment_198_nan.wav.png,1
boxed_nn01c_20180311_000000.wav_segment_199_nan.wav.png,1
boxed_nn01c_20180323_000000.wav_segment_200_nan.wav.png,1
boxed_nn01c_20180402_000000.wav_segment_201_marginal.wav.png,1
boxed_nn01c_20180402_000000.wav_segment_202_nan.wav.png,1
boxed_nn01c_20180402_000000.wav_segment_203_marginal.wav.png,1
boxed_nn01c_20180402_000000.wav_segment_204_nan.wav.png,1
boxed_nn01c_20180402_000000.wav_segment_205_nan.wav.png,1
boxed_nn01c_20180402_000000.wav_segment_206_nan.wav.png,1
boxed_nn01c_20180402_000000.wav_segment_207_nan.wav.png,1
boxed_nn01c_20180402_000000.wav_segment_208_nan.wav.png,1
boxed_nn01c_20180402_000000.wav_segment_209_nan.wav.png,1
boxed_nn01c_20180402_000000.wav_segment_210_nan.wav.png,1
boxed_nn01c_20180402_000000.wav_segment_211_nan.wav.png,1
boxed_nn01c_20180402_000000.wav_segment_212_nan.wav.png,1
boxed_nn01c_20180402_000000.wav_segment_213_nan.wav.png,1
boxed_nn01c_20180402_000000.wav_segment_214_nan.wav.png,1
boxed_nn01c_20180402_000000.wav_segment_215_nan.wav.png,1
boxed_nn01c_20180402_000000.wav_segment_216_nan.wav.png,1
boxed_nn01c_20180402_000000.wav_segment_217_nan.wav.png,1
boxed_nn01c_20180402_000000.wav_segment_218_nan.wav.png,1
boxed_nn01c_20180402_000000.wav_segment_219_nan.wav.png,1
boxed_nn01c_20180402_000000.wav_segment_220_nan.wav.png,1
boxed_nn01c_20180402_000000.wav_segment_221_nan.wav.png,1
boxed_nn01c_20180402_000000.wav_segment_222_nan.wav.png,1
boxed_nn01c_20180402_000000.wav_segment_223_nan.wav.png,1
boxed_nn01c_20180402_000000.wav_segment_224_nan.wav.png,1
boxed_nn01c_20180402_000000.wav_segment_225_nan.wav.png,1
boxed_nn01c_20180402_000000.wav_segment_226_nan.wav.png,1
boxed_nn01c_20180402_000000.wav_segment_227_nan.wav.png,1
boxed_nn01c_20180402_000000.wav_segment_228_nan.wav.png,1
boxed_nn01c_20180402_000000.wav_segment_229_nan.wav.png,1
boxed_nn01c_20180402_000000.wav_segment_230_nan.wav.png,1
boxed_nn01c_20180402_000000.wav_segment_231_nan.wav.png,1
boxed_nn01c_20180402_000000.wav_segment_232_nan.wav.png,1
boxed_nn01c_20180402_000000.wav_segment_233_nan.wav.png,1
boxed_nn01c_20180402_000000.wav_segment_234_nan.wav.png,1
boxed_nn01c_20180402_000000.wav_segment_235_nan.wav.png,1
boxed_nn01c_20180402_000000.wav_segment_236_nan.wav.png,1
boxed_nn01c_20180402_000000.wav_segment_237_nan.wav.png,1
boxed_nn01c_20180402_000000.wav_segment_238_nan.wav.png,1
boxed_nn01c_20180402_000000.wav_segment_239_nan.wav.png,1
boxed_nn01c_20180402_000000.wav_segment_240_nan.wav.png,1
boxed_nn01c_20180402_000000.wav_segment_241_nan.wav.png,1
boxed_nn01c_20180402_000000.wav_segment_242_nan.wav.png,1
boxed_nn01c_20180402_000000.wav_segment_243_nan.wav.png,1
boxed_nn01c_20180402_000000.wav_segment_244_nan.wav.png,1
boxed_nn01c_20180402_000000.wav_segment_245_nan.wav.png,1
boxed_nn01c_20180417_000000.wav_segment_246_nan.wav.png,1
boxed_nn01c_20180417_000000.wav_segment_247_marginal.wav.png,1
boxed_nn01c_20180417_000000.wav_segment_248_nan.wav.png,1
boxed_nn01c_20180417_000000.wav_segment_249_nan.wav.png,1
boxed_nn01c_20180417_000000.wav_segment_250_nan.wav.png,1
boxed_nn01c_20180417_000000.wav_segment_251_marginal.wav.png,1
boxed_nn01c_20180417_000000.wav_segment_252_marginal.wav.png,1
boxed_nn01c_20180417_000000.wav_segment_253_nan.wav.png,1
boxed_nn01c_20180417_000000.wav_segment_255_nan.wav.png,1
boxed_nn01c_20180417_000000.wav_segment_256_nan.wav.png,1
boxed_nn01c_20180417_000000.wav_segment_257_nan.wav.png,1
boxed_nn01c_20180417_000000.wav_segment_258_marginal.wav.png,1
boxed_nn01c_20180425_000000.wav_segment_260_nan.wav.png,1
boxed_nn01c_20180425_000000.wav_segment_261_nan.wav.png,1
boxed_nn01c_20180425_000000.wav_segment_262_marginal.wav.png,1
boxed_nn01c_20180425_000000.wav_segment_263_nan.wav.png,1
boxed_nn01c_20180425_000000.wav_segment_264_nan.wav.png,1
boxed_nn01c_20180425_000000.wav_segment_265_marginal.wav.png,1
boxed_nn01c_20180425_000000.wav_segment_266_nan.wav.png,1
boxed_nn01c_20180425_000000.wav_segment_267_marginal.wav.png,1
boxed_nn01c_20180425_000000.wav_segment_268_marginal.wav.png,1
boxed_nn01c_20180425_000000.wav_segment_269_marginal.wav.png,1
boxed_nn01c_20180501_000000.wav_segment_270_nan.wav.png,1
boxed_nn01c_20180501_000000.wav_segment_271_nan.wav.png,1
boxed_nn01c_20180501_000000.wav_segment_274_nan.wav.png,1
boxed_nn01c_20180501_000000.wav_segment_275_nan.wav.png,1
boxed_nn01c_20180501_000000.wav_segment_278_nan.wav.png,1
boxed_nn01c_20180501_000000.wav_segment_279_nan.wav.png,1
boxed_nn01c_20180501_000000.wav_segment_280_nan.wav.png,1
boxed_nn01c_20180501_000000.wav_segment_282_nan.wav.png,1
boxed_nn01c_20180501_000000.wav_segment_283_nan.wav.png,1
boxed_nn01c_20180501_000000.wav_segment_285_nan.wav.png,1
boxed_nn01c_20180501_000000.wav_segment_286_nan.wav.png,1
boxed_nn01c_20180501_000000.wav_segment_287_nan.wav.png,1
boxed_nn01c_20180501_000000.wav_segment_288_nan.wav.png,1
boxed_nn01c_20180501_000000.wav_segment_289_nan.wav.png,1
boxed_nn01c_20180501_000000.wav_segment_290_nan.wav.png,1
boxed_nn01c_20180501_000000.wav_segment_291_marginal.wav.png,1
boxed_nn01c_20180501_000000.wav_segment_292_nan.wav.png,1
boxed_nn01c_20180501_000000.wav_segment_293_nan.wav.png,1
boxed_nn01c_20180524_000000.wav_segment_294_marginal.wav.png,1
boxed_nn01c_20180524_000000.wav_segment_295_marginal.wav.png,1
boxed_nn01c_20180524_000000.wav_segment_296_marginal.wav.png,1
boxed_nn01c_20180524_000000.wav_segment_297_nan.wav.png,1
boxed_nn01c_20180524_000000.wav_segment_300_nan.wav.png,1
boxed_nn01c_20180524_000000.wav_segment_301_marginal.wav.png,1
boxed_nn01c_20180524_000000.wav_segment_302_nan.wav.png,1
boxed_nn01c_20180524_000000.wav_segment_303_nan.wav.png,1
boxed_nn01c_20180524_000000.wav_segment_304_nan.wav.png,1
boxed_nn01c_20180524_000000.wav_segment_305_marginal.wav.png,1
boxed_nn01c_20180524_000000.wav_segment_306_nan.wav.png,1
boxed_nn01c_20180524_000000.wav_segment_307_nan.wav.png,1
boxed_nn01c_20180524_000000.wav_segment_308_nan.wav.png,1
boxed_nn01c_20180524_000000.wav_segment_309_nan.wav.png,1
boxed_nn01c_20180524_000000.wav_segment_310_nan.wav.png,1
boxed_nn01c_20180524_000000.wav_segment_311_nan.wav.png,1
boxed_nn01c_20180524_000000.wav_segment_312_nan.wav.png,1
boxed_nn01c_20180625_000000.wav_segment_316_nan.wav.png,1
boxed_nn01c_20180625_000000.wav_segment_317_marginal.wav.png,1
boxed_nn01c_20180625_000000.wav_segment_318_nan.wav.png,1
boxed_nn01c_20180625_000000.wav_segment_319_nan.wav.png,1
boxed_nn01c_20180625_000000.wav_segment_320_nan.wav.png,1
boxed_nn01c_20180625_000000.wav_segment_321_nan.wav.png,1
boxed_nn01c_20180625_000000.wav_segment_322_nan.wav.png,1
boxed_nn01c_20180625_000000.wav_segment_323_nan.wav.png,1
boxed_nn01c_20180625_000000.wav_segment_324_nan.wav.png,1
boxed_nn01c_20180625_000000.wav_segment_325_nan.wav.png,1
boxed_nn01c_20180625_000000.wav_segment_326_nan.wav.png,1
boxed_nn01c_20180625_000000.wav_segment_327_marginal.wav.png,1
boxed_nn01c_20180625_000000.wav_segment_328_nan.wav.png,1
boxed_nn01c_20180625_000000.wav_segment_329_nan.wav.png,1
boxed_nn01c_20180625_000000.wav_segment_330_nan.wav.png,1
boxed_nn01c_20180625_000000.wav_segment_332_nan.wav.png,1
boxed_nn01c_20180625_000000.wav_segment_333_nan.wav.png,1
boxed_nn01d_20180127_000000.wav_segment_1_nan.wav.png,1
boxed_nn01d_20180127_000000.wav_segment_2_nan.wav.png,1
boxed_nn01d_20180127_000000.wav_segment_3_nan.wav.png,1
boxed_nn01d_20180222_000000.wav_segment_334_nan.wav.png,1
boxed_nn01d_20180222_000000.wav_segment_335_nan.wav.png,1
boxed_nn01d_20180611_000000.wav_segment_336_nan.wav.png,1
boxed_nn01d_20180611_000000.wav_segment_337_nan.wav.png,1
boxed_nn01d_20180611_000000.wav_segment_338_nan.wav.png,1
boxed_nn01d_20180611_000000.wav_segment_339_nan.wav.png,1
boxed_nn01d_20180611_000000.wav_segment_340_nan.wav.png,1
boxed_nn01d_20180611_000000.wav_segment_341_nan.wav.png,1
boxed_nn01d_20180611_000000.wav_segment_342_nan.wav.png,1
boxed_nn01d_20180611_000000.wav_segment_343_nan.wav.png,1
boxed_nn01d_20180611_000000.wav_segment_344_nan.wav.png,1
boxed_nn01d_20180611_000000.wav_segment_345_marginal.wav.png,1
boxed_nn01d_20180611_000000.wav_segment_346_marginal.wav.png,1
boxed_nn01d_20180611_000000.wav_segment_347_marginal.wav.png,1
boxed_nn01d_20180611_000000.wav_segment_348_marginal.wav.png,1
boxed_nn01d_20180611_000000.wav_segment_349_nan.wav.png,1
boxed_nn01d_20180611_000000.wav_segment_350_nan.wav.png,1
boxed_nn01d_20180611_000000.wav_segment_351_nan.wav.png,1
boxed_nn01d_20180611_000000.wav_segment_352_nan.wav.png,1
boxed_nn01d_20180611_000000.wav_segment_353_marginal.wav.png,1
boxed_nn01d_20180611_000000.wav_segment_354_nan.wav.png,1
boxed_nn01d_20180730_000000.wav_segment_355_nan.wav.png,1
boxed_nn01d_20180730_000000.wav_segment_356_nan.wav.png,1
boxed_nn01d_20180730_000000.wav_segment_357_nan.wav.png,1
boxed_nn01d_20180730_000000.wav_segment_358_nan.wav.png,1
boxed_nn01d_20180730_000000.wav_segment_359_nan.wav.png,1
boxed_nn01d_20180730_000000.wav_segment_360_nan.wav.png,1
boxed_nn01d_20180730_000000.wav_segment_361_nan.wav.png,1
boxed_nn01d_20180730_000000.wav_segment_362_nan.wav.png,1
boxed_nn01d_20180730_000000.wav_segment_363_nan.wav.png,1
boxed_nn01d_20180730_000000.wav_segment_364_nan.wav.png,1
boxed_nn01d_20180730_000000.wav_segment_365_nan.wav.png,1
boxed_nn01d_20180730_000000.wav_segment_366_nan.wav.png,1
boxed_nn01d_20180730_000000.wav_segment_367_nan.wav.png,1
boxed_nn01d_20180730_000000.wav_segment_368_nan.wav.png,1
boxed_nn01d_20180730_000000.wav_segment_369_nan.wav.png,1
boxed_nn01d_20180730_000000.wav_segment_370_nan.wav.png,1
boxed_nn01d_20180730_000000.wav_segment_371_nan.wav.png,1
boxed_nn01d_20180730_000000.wav_segment_372_nan.wav.png,1
boxed_nn01d_20180730_000000.wav_segment_373_nan.wav.png,1
boxed_nn01d_20180730_000000.wav_segment_374_nan.wav.png,1
boxed_nn01d_20180730_000000.wav_segment_375_nan.wav.png,1
boxed_nn01d_20180730_000000.wav_segment_376_marginal.wav.png,1
boxed_nn01d_20180730_000000.wav_segment_377_nan.wav.png,1
boxed_nn01d_20180730_000000.wav_segment_378_nan.wav.png,1
boxed_nn01d_20180730_000000.wav_segment_379_nan.wav.png,1
boxed_nn01d_20180730_000000.wav_segment_380_nan.wav.png,1
boxed_nn01d_20180730_000000.wav_segment_381_nan.wav.png,1
boxed_nn01d_20180730_000000.wav_segment_382_nan.wav.png,1
boxed_nn01e_20180620_100134.wav_segment_383_nan.wav.png,1
boxed_nn01e_20180620_100134.wav_segment_384_nan.wav.png,1
boxed_nn01e_20180620_100134.wav_segment_385_nan.wav.png,1
boxed_nn01e_20180620_100134.wav_segment_386_nan.wav.png,1
boxed_nn01e_20180620_100134.wav_segment_387_nan.wav.png,1
boxed_nn01e_20180620_100134.wav_segment_388_nan.wav.png,1
boxed_nn01e_20180620_100134.wav_segment_389_nan.wav.png,1
boxed_nn01e_20180620_100134.wav_segment_390_nan.wav.png,1
boxed_nn01e_20180620_100134.wav_segment_391_nan.wav.png,1
boxed_nn01e_20180620_100134.wav_segment_392_nan.wav.png,1
boxed_nn01e_20180620_100134.wav_segment_393_nan.wav.png,1
boxed_nn01e_20180620_100134.wav_segment_394_nan.wav.png,1
boxed_nn01e_20180620_100134.wav_segment_395_nan.wav.png,1
boxed_nn01e_20180620_100134.wav_segment_396_nan.wav.png,1
boxed_nn01e_20180620_100134.wav_segment_397_nan.wav.png,1
boxed_nn01e_20180620_100134.wav_segment_398_nan.wav.png,1
boxed_nn01e_20180620_100134.wav_segment_399_nan.wav.png,1
boxed_nn01e_20180620_100134.wav_segment_400_nan.wav.png,1
boxed_nn01e_20180620_100134.wav_segment_401_nan.wav.png,1
boxed_nn01e_20180620_100134.wav_segment_402_nan.wav.png,1
boxed_nn01e_20180620_100134.wav_segment_403_nan.wav.png,1
boxed_nn01e_20180620_100134.wav_segment_404_nan.wav.png,1
boxed_nn01e_20180620_100134.wav_segment_405_nan.wav.png,1
boxed_nn01e_20180620_100134.wav_segment_406_marginal.wav.png,1
boxed_nn01e_20180620_100134.wav_segment_407_nan.wav.png,1
boxed_nn01e_20180620_100134.wav_segment_408_nan.wav.png,1
boxed_nn01e_20180620_100134.wav_segment_409_nan.wav.png,1
boxed_nn01e_20180620_100134.wav_segment_410_nan.wav.png,1
boxed_nn01e_20180620_100134.wav_segment_411_nan.wav.png,1
boxed_nn01e_20180620_100134.wav_segment_412_nan.wav.png,1
boxed_nn01e_20180620_100134.wav_segment_413_marginal.wav.png,1
boxed_nn01e_20180620_100134.wav_segment_414_nan.wav.png,1
boxed_nn01e_20180620_100134.wav_segment_415_nan.wav.png,1
boxed_nn01e_20180620_100134.wav_segment_416_nan.wav.png,1
boxed_nn01e_20180620_100134.wav_segment_418_nan.wav.png,1
boxed_nn01e_20180620_100134.wav_segment_419_marginal.wav.png,1
boxed_nn01e_20180620_100134.wav_segment_420_marginal.wav.png,1
boxed_nn01e_20180620_100134.wav_segment_422_marginal.wav.png,1
boxed_nn01e_20180620_100134.wav_segment_423_marginal.wav.png,1
boxed_nn01e_20180620_100134.wav_segment_424_nan.wav.png,1
